SMED30000044 ASI4B
SMED30020984 YMD3
SMED30020975 TRF6B
SMED30020987 ACM2
SMED30020988 AGGF1
SMED30021018 GSXL2
SMED30021016 NGEF
SMED30021022 TBA
SMED30021010 SCND3
SMED30020991 CCD63
SMED30020989 GRDP2
SMED30020996 ARFG2
SMED30021014 S38AB
SMED30021000 YI71
SMED30021006 HDAC3
SMED30020992 ALX1
SMED30021004 CG22
SMED30020995 S43A3
SMED30021007 MED14
SMED30021002 POL2
SMED30021001 Y4251
SMED30021019 YH24
SMED30020990 IF2B
SMED30020998 ZBED5
SMED30020994 DCPS
SMED30021030 SCMC1
SMED30021051 POL4
SMED30021054 NPHN
SMED30021047 ZBED5
SMED30021028 GHSR
SMED30021043 TTL10
SMED30021049 UTP4
SMED30021057 PSK1
SMED30021052 BTK
SMED30021048 RU1C
SMED30021037 NH2L1
SMED30021042 PPSA
SMED30021032 IPO5
SMED30021056 ACAC
SMED30021036 ABDB
SMED30021038 K1586
SMED30021059 TRAF6
SMED30021078 VP33B
SMED30021063 TYB
SMED30021094 ADAT3
SMED30021067 TM135
SMED30021083 MOT4
SMED30021089 PSD10
SMED30021079 SF3B2
SMED30021064 SYE
SMED30021075 ACT2
SMED30021077 MALT1
SMED30021091 AN32A
SMED30021074 NTF2
SMED30021093 TRIPB
SMED30021066 DNJB9
SMED30021069 KDM1A
SMED30021070 YODA
SMED30021096 RASD1
SMED30021104 S39A9
SMED30021106 TMED2
SMED30021113 PCS2
SMED30021111 TAF13
SMED30021114 MOS1T
SMED30021110 DYH10
SMED30021103 PGBM
SMED30021122 SYYC
SMED30021108 P3F4A
SMED30021120 DIRA
SMED30021098 GTR4
SMED30021112 MPPD1
SMED30021129 SAM50
SMED30021116 CNTP5
SMED30021105 TBA2
SMED30021128 HUS1
SMED30021100 RBBP4
SMED30021123 Y1207
SMED30021152 ACHA6
SMED30021156 GDPP1
SMED30021147 SPT5H
SMED30021160 YG31B
SMED30021151 CIR1
SMED30021148 RMLA
SMED30021154 CALM1
SMED30021146 NEUS
SMED30021150 A1CF
SMED30021155 ZN718
SMED30021134 DDHD1
SMED30021142 ALRF2
SMED30021159 SAC2
SMED30021143 BBOF1
SMED30021162 RNKB
SMED30021135 FBP1L
SMED30021149 EMAL1
SMED30021161 SYPH
SMED30021188 TAF9
SMED30021180 YI31B
SMED30021192 ARAE
SMED30021202 VKT9
SMED30021178 PICK1
SMED30021199 GNPTA
SMED30021194 CALRL
SMED30021171 TIGD6
SMED30021186 GRHPR
SMED30021231 ZBED5
SMED30021209 MK11
SMED30021238 HEM2
SMED30021219 RDH13
SMED30021206 CHP1
SMED30021205 RM48
SMED30021237 SPB10
SMED30021221 ARHG8
SMED30021215 ESPN
SMED30021210 RIC8A
SMED30021227 GRTP1
SMED30021228 DHB4
SMED30021222 MNS1
SMED30021224 SPEN
SMED30021235 TBA1
SMED30021211 PPIA
SMED30021233 YTHD1
SMED30021213 CA050
SMED30021263 GOSR2
SMED30021253 RL35
SMED30021275 CLPP
SMED30021257 SVOPL
SMED30021243 RPB9
SMED30021262 RABX5
SMED30021269 PRS10
SMED30021266 UNC5D
SMED30021245 HMX
SMED30021249 SPON1
SMED30021264 RECR
SMED30021240 TONSL
SMED30021270 YH010
SMED30021247 HOIL1
SMED30021265 MOG2A
SMED30021252 SNX3
SMED30021250 KAPC
SMED30002167 CIP2A
SMED30002172 TRPL
SMED30002171 ZMYM1
SMED30002175 VA52
SMED30002194 ZSWM7
SMED30002187 AT8A1
SMED30002168 SPON1
SMED30002178 IDH3A
SMED30002184 UBIQP
SMED30002176 SMAG2
SMED30002162 IMT3
SMED30002163 ACT
SMED30021285 MRAY
SMED30021276 NB5R4
SMED30021310 GPMA
SMED30021286 GRIK1
SMED30021283 HSR9
SMED30021305 MUC19
SMED30021301 CP20A
SMED30021308 RBM19
SMED30021302 ZMYM1
SMED30021300 SCAI
SMED30021297 DLG4
SMED30021291 UNK
SMED30021287 RT18B
SMED30021288 BDLP
SMED30021295 UBIL
SMED30021304 TBB
SMED30021290 FRIS
SMED30021279 RALB
SMED30021280 LRIT2
SMED30021317 SIM1
SMED30021321 DHYS
SMED30021342 CCA31
SMED30021316 ZBED5
SMED30021312 END3
SMED30021332 CYC
SMED30021338 NR2E1
SMED30021319 DEN6A
SMED30021320 PDE4B
SMED30021314 PKHH1
SMED30021318 PHAX
SMED30021327 RMT2
SMED30021323 SETMR
SMED30021335 V1AR
SMED30021339 KCNC4
SMED30021346 ZN830
SMED30021354 NDUAC
SMED30021353 AN13D
SMED30021372 ECE2
SMED30021377 OXLT
SMED30021348 ALAT1
SMED30021362 PDP2
SMED30021357 REXO4
SMED30021366 GRIA1
SMED30021352 SYQ
SMED30021383 CPT1A
SMED30021350 YBAR
SMED30021375 PDE1C
SMED30021379 PYRF
SMED30021368 PLD
SMED30021381 ZMYM1
SMED30021382 POLR
SMED30021374 SBNO2
SMED30021401 UBIQ
SMED30021397 VKT
SMED30021388 T2EA
SMED30021419 ZMYM6
SMED30021409 FAK1
SMED30021389 SGT1
SMED30021387 C1GLT
SMED30021402 CDC20
SMED30021399 KTU
SMED30021416 SBNO
SMED30021392 DUS15
SMED30021385 GATA
SMED30021386 YBOXH
SMED30021391 POL2
SMED30021404 ALMS1
SMED30021414 TTC7B
SMED30021436 POGK
SMED30021449 PP16B
SMED30021448 TOPRS
SMED30021422 TIGD4
SMED30021452 TIP
SMED30021446 TRAF6
SMED30021432 GDIA
SMED30021438 Y1388
SMED30021430 SIDT1
SMED30021440 TRAF2
SMED30021437 RRN3
SMED30021431 ZMYM1
SMED30021445 METK2
SMED30021426 KIME
SMED30021434 ZBED8
SMED30021427 KAPCB
SMED30021444 LIN52
SMED30021447 SETMR
SMED30021489 SVOPL
SMED30021468 CXXC1
SMED30021461 H2B3
SMED30021490 MYCB2
SMED30021460 MFS12
SMED30021457 LOLD
SMED30021463 DCLK3
SMED30021464 G6PD
SMED30021469 IFT22
SMED30021472 NDUA5
SMED30021481 MTX1
SMED30021477 GP155
SMED30021467 PGAM
SMED30021475 DHB12
SMED30021456 PSMD7
SMED30021474 K0930
SMED30021494 DJC25
SMED30021524 RBMS2
SMED30021493 DJB12
SMED30021513 RS9
SMED30021505 SPB6
SMED30021525 MSH5
SMED30021502 HPDL
SMED30021508 DHE3
SMED30021495 IFRD1
SMED30021512 PLPL7
SMED30021523 TM181
SMED30021511 TPM
SMED30021526 POL
SMED30021492 H32
SMED30021496 PGBD4
SMED30021516 IMMT1
SMED30021509 HGV2
SMED30021557 UBP8
SMED30021548 TBA1B
SMED30021558 DLLC
SMED30021535 COPT1
SMED30021532 SYF2
SMED30021549 Y531
SMED30021545 GST28
SMED30021536 SF3A1
SMED30021530 YTBD
SMED30021547 KPC1
SMED30021551 MESH1
SMED30021541 PSB2
SMED30021546 REV3L
SMED30021550 5HT1A
SMED30021563 PDXH
SMED30021533 DISP1
SMED30021539 DGLA
SMED30021595 SELU
SMED30021571 THO5A
SMED30021592 IRC20
SMED30021567 DOCK1
SMED30021587 PRS7
SMED30021564 KCY1
SMED30021565 PROD
SMED30021575 TM87B
SMED30021568 POGK
SMED30021589 AGRIN
SMED30021590 SPTB2
SMED30021599 TRAF3
SMED30021597 CDKA2
SMED30021594 MGST3
SMED30021582 ACT3
SMED30021572 PP4C
SMED30021584 UBIQ
SMED30021616 RHG08
SMED30021618 S12A8
SMED30021620 MUS81
SMED30021635 SDHA
SMED30021600 PYRD1
SMED30021632 SCND3
SMED30021605 PZRN3
SMED30021617 ACH10
SMED30021613 SYNE1
SMED30021606 PBDC1
SMED30021607 ZC3HF
SMED30021624 Y132A
SMED30021622 IF4E
SMED30021630 PBP1
SMED30021609 HMUU
SMED30021611 ELAV2
SMED30021612 RAD17
SMED30000241 UBP8
SMED30000257 WDR83
SMED30000229 WDHD1
SMED30000242 CPLX1
SMED30000225 WBP4
SMED30000223 OTOF
SMED30000236 ABHD4
SMED30000244 CC50B
SMED30000249 TRFR
SMED30000240 RL10A
SMED30000224 MOS1T
SMED30000253 DPH5
SMED30000245 ZFP26
SMED30000256 GOGA2
SMED30000227 FUCL4
SMED30000248 YPTC6
SMED30000258 MRP1
SMED30000254 PP4C
SMED30002231 CELA1
SMED30002217 UBC1
SMED30002222 SCND3
SMED30002212 SLP2
SMED30002230 RSSA
SMED30002197 GS1
SMED30002205 S13A1
SMED30002204 CSC1
SMED30002227 PLMN
SMED30002196 AGUA
SMED30002210 XPO5
SMED30002223 POLR
SMED30002213 GLAS
SMED30002202 TRPA1
SMED30002199 MOD5
SMED30002228 ISLR2
SMED30021654 TCAF2
SMED30021637 CEP44
SMED30021657 RM23
SMED30021669 HXB7
SMED30021661 CAH7
SMED30021649 PHRF1
SMED30021652 RASF8
SMED30021651 EXOS9
SMED30021663 PSMD2
SMED30021666 ZCHC9
SMED30021643 FIBER
SMED30021672 SSDH
SMED30021696 TLE4
SMED30021692 UBA1
SMED30021703 PDLI3
SMED30021702 YG2A
SMED30021687 GSK3B
SMED30021693 ACHA7
SMED30021679 RIN2
SMED30021699 TCPB
SMED30021694 HSF
SMED30021698 1433E
SMED30021685 BEST1
SMED30021684 CO1A2
SMED30021678 BCL7A
SMED30021690 H2A1H
SMED30021704 YI31B
SMED30021697 PGBD4
SMED30021711 PA2G4
SMED30021721 CTNS
SMED30021730 ADA1A
SMED30021735 GCY8E
SMED30021708 CHIO
SMED30021738 TBA1C
SMED30021726 ZFAN5
SMED30021741 CCH1R
SMED30021718 NRT
SMED30021740 HM20A
SMED30021723 TBC20
SMED30021722 PTPM1
SMED30021731 MDR1
SMED30021716 FXF1B
SMED30021754 POL2
SMED30021772 ACTP
SMED30021779 GRIK5
SMED30021775 TRPM8
SMED30021778 KSYK
SMED30021745 PAG15
SMED30021763 MYH9
SMED30021744 CDD
SMED30021766 TRAF6
SMED30021776 H3
SMED30021767 AMPD2
SMED30021752 CP2L1
SMED30021753 TRAF6
SMED30021802 PLPP6
SMED30021809 POGK
SMED30021790 UBXN4
SMED30021789 PRO
SMED30021804 6PGL
SMED30021785 CSH1
SMED30021781 TBB4B
SMED30021797 TRMB
SMED30021792 CCR2
SMED30021812 EVN
SMED30021800 TDH
SMED30021791 TBA
SMED30021806 UN5BB
SMED30021832 PPBT
SMED30021833 FRMD3
SMED30021823 RSSA
SMED30021830 SYVM
SMED30021849 PKHG6
SMED30021824 CENPJ
SMED30021848 RPB4
SMED30021822 PSMD2
SMED30021844 UNC9
SMED30021818 VA5
SMED30021839 MD12L
SMED30021837 PGBD4
SMED30021851 RGS20
SMED30021838 CJ067
SMED30021820 ANPRA
SMED30021821 TRPM2
SMED30021864 RASLC
SMED30021875 S2538
SMED30021873 AMACR
SMED30021887 CC14A
SMED30021877 S47A1
SMED30021863 SUR1
SMED30021860 PHKG1
SMED30021871 UBE2Z
SMED30021869 ANK3
SMED30021853 TAF4
SMED30021862 121R
SMED30021886 POL5
SMED30021874 CAV3
SMED30021868 CCD39
SMED30021882 DLG1
SMED30021884 ACP7
SMED30021917 SBNO
SMED30021910 ASH1L
SMED30021899 NDUA6
SMED30021907 DOPR2
SMED30021913 CLPB
SMED30021914 MUC24
SMED30021921 GABR1
SMED30021888 MRP2
SMED30021922 6PGD
SMED30021904 CPSF2
SMED30021895 XYLT
SMED30021889 Y3950
SMED30021905 DPOD1
SMED30021920 KCNK1
SMED30021900 SAP
SMED30021911 ACM3
SMED30021933 PAO4
SMED30021956 ARP3
SMED30021937 RN121
SMED30021952 POLR
SMED30021935 GT2D2
SMED30021925 GDC
SMED30021936 NFS1
SMED30021951 TCAF3
SMED30021926 ECLC
SMED30021942 PTH2
SMED30021934 PLST
SMED30021989 PIGP
SMED30021986 water
SMED30021962 PELO
SMED30021977 B3GL1
SMED30021990 HYLS1
SMED30021982 TNNI
SMED30021965 FBX4
SMED30021972 ZDH16
SMED30021961 PC11X
SMED30021994 RNF10
SMED30021960 AMPE
SMED30021963 SETMR
SMED30021991 CLK2
SMED30021993 PDIP3
SMED30021969 MAPK3
SMED30002255 RIMS2
SMED30002238 PLCX3
SMED30002267 CTNS
SMED30002259 SASH1
SMED30002262 HSP7C
SMED30002257 VAMP3
SMED30002242 NUCB1
SMED30002263 ISPH
SMED30002258 ASCC3
SMED30002256 CCD81
SMED30002251 PAPD7
SMED30022023 SC6A2
SMED30022031 TFC5
SMED30021998 ZBED1
SMED30022005 KINH
SMED30022030 EGR4
SMED30022021 SPAT1
SMED30022014 CD9
SMED30022019 ROR1
SMED30022016 VP33A
SMED30022025 INX3
SMED30022020 PLS2
SMED30022027 HCFC1
SMED30021996 ATP5S
SMED30022009 CEP97
SMED30022011 SETMR
SMED30022000 KXDL1
SMED30022035 PYRD
SMED30022033 TRFR
SMED30022043 ODD2
SMED30022038 S47A1
SMED30022066 POL4
SMED30022042 TRAF6
SMED30022049 RASF5
SMED30022040 A9A1A
SMED30022053 RUN3B
SMED30022061 NU153
SMED30022101 DSCAM
SMED30022089 HNRPK
SMED30022084 GO45
SMED30022069 POL4
SMED30022083 KCAB2
SMED30022072 HSF3
SMED30022078 TCTP
SMED30022086 LC7L3
SMED30022075 SYTL4
SMED30022068 CALL3
SMED30022087 HMCN1
SMED30022095 KIFC3
SMED30022098 DCLY
SMED30022085 INP4B
SMED30022102 SCYL1
SMED30022077 SMTN
SMED30022080 B3GT1
SMED30022128 ATPB
SMED30022123 GHSR
SMED30022136 WDR33
SMED30022120 MOT14
SMED30022129 RNPH
SMED30022104 KPRB
SMED30022107 ZMAT5
SMED30022111 AR
SMED30022127 COLL6
SMED30022117 MARK2
SMED30022133 UNC9
SMED30022138 TRF6B
SMED30022118 VKT53
SMED30022105 FRDA
SMED30022124 SEVE
SMED30022119 TSN5
SMED30022154 RAB43
SMED30022145 AURK
SMED30022160 S2544
SMED30022174 POL4
SMED30022163 TTLL7
SMED30022166 LR74A
SMED30022158 ZN862
SMED30022153 NPHP4
SMED30022156 NHL1
SMED30022151 CAV3
SMED30022173 SNX30
SMED30022146 IF4A1
SMED30022187 ESRP1
SMED30022184 SC61B
SMED30022186 RESTA
SMED30022200 TBA
SMED30022189 CHM4B
SMED30022194 TAF2
SMED30022207 UN105
SMED30022193 LAMA2
SMED30022179 RP54
SMED30022204 PDE1
SMED30022178 GBG
SMED30022211 TXD17
SMED30022209 ATD3B
SMED30022205 GMFB
SMED30022198 TRAF6
SMED30022219 LSM6
SMED30022232 GST28
SMED30022229 S13A2
SMED30022233 SPAT6
SMED30022246 CCD77
SMED30022217 T3HPD
SMED30022243 AK1H
SMED30022225 SWET1
SMED30022238 RBBP4
SMED30022231 ACSS3
SMED30022221 MRC1
SMED30022242 MIGA
SMED30022220 ANR27
SMED30022278 MARF
SMED30022260 SC31A
SMED30022274 NOGG2
SMED30022249 EPN4
SMED30022264 PK3CB
SMED30022252 TRPM8
SMED30022251 CE350
SMED30022271 POL2
SMED30022281 PK3C3
SMED30022275 MCAT
SMED30022253 NU160
SMED30022272 GTD2A
SMED30022248 NUP88
SMED30022265 TNC18
SMED30022254 RWDD1
SMED30022257 PGBD4
SMED30022282 ABD12
SMED30022273 NNRD
SMED30022256 EF2K
SMED30022250 PTSN
SMED30022261 GTD2B
SMED30022294 YBR2
SMED30022297 CCS
SMED30022311 RGS8
SMED30022289 ZBED4
SMED30022312 TC1D1
SMED30022315 AOC1
SMED30022291 PGBD2
SMED30022319 POL
SMED30022314 U5S1
SMED30022313 V231
SMED30022293 THB
SMED30022285 TNR16
SMED30022307 BCL3
SMED30022286 ZBED5
SMED30022346 ELOA1
SMED30022323 FMAR
SMED30022344 MOEH
SMED30022340 DTD2
SMED30022345 RDL
SMED30022355 ACT1
SMED30022328 PIHD3
SMED30022331 SSRG
SMED30022324 YLPM1
SMED30022348 PSMD1
SMED30022332 BGAL
SMED30022351 MRM1
SMED30022326 CP1
SMED30022353 PFD4
SMED30022321 middle
SMED30022335 RSUA
SMED30002288 TXN4A
SMED30002277 SEPT5
SMED30002279 ACT3
SMED30002291 CALM
SMED30002298 NOL4L
SMED30002271 RSPH9
SMED30002283 PO21
SMED30002286 FTCD
SMED30002301 DAPK3
SMED30002280 KCNQ1
SMED30002297 PDE9A
SMED30002300 UNC7
SMED30022359 LR74A
SMED30022380 KPBB
SMED30022387 PAPD5
SMED30022362 SYT1
SMED30022376 TRAF3
SMED30022370 SLO1
SMED30022375 SCE3
SMED30022357 TTC29
SMED30022377 ARP2
SMED30022382 SCND3
SMED30022372 DC2L1
SMED30022385 von
SMED30022360 SMG9
SMED30022383 TRAF5
SMED30022390 SGTB
SMED30022364 ZNFX1
SMED30022395 CBY1
SMED30022419 PGBM
SMED30022407 TRPA1
SMED30022392 PK1L2
SMED30022410 SEC20
SMED30022420 PGBD4
SMED30022425 PRDX5
SMED30022422 TT39B
SMED30022421 RIBC2
SMED30022423 GYS
SMED30022394 NPR15
SMED30022424 ZMY10
SMED30022414 ANK1
SMED30022401 TC1DB
SMED30022417 HAL3
SMED30022398 HELZ
SMED30022402 NOTC1
SMED30022403 UMUC
SMED30022404 TYDP2
SMED30022406 FUCL1
SMED30022408 PGP2L
SMED30022460 VA5
SMED30022437 RFA2
SMED30022438 GAB1
SMED30022441 SPR
SMED30022434 ERMP1
SMED30022445 DHX9
SMED30022431 CALUB
SMED30022453 AQP
SMED30022458 ADA33
SMED30022447 GLYC
SMED30022442 GT2D2
SMED30022443 ANRA2
SMED30022455 RBM48
SMED30022429 RHG20
SMED30022428 RN167
SMED30022490 C19L1
SMED30022479 PBP2
SMED30022489 K1586
SMED30022481 RM52
SMED30022480 SERB
SMED30022498 SCND3
SMED30022468 SFRP5
SMED30022493 PRPF3
SMED30022488 NDUBA
SMED30022470 METL6
SMED30022492 GTR3
SMED30022526 FIMB4
SMED30022530 ENPP5
SMED30022511 CDKAL
SMED30022535 G3BP
SMED30022518 PGBD4
SMED30022501 FABPH
SMED30022517 HSP83
SMED30022519 P2RX4
SMED30022500 GLRK
SMED30022502 TIGD1
SMED30022514 V2R
SMED30022522 CETN3
SMED30022533 JERKY
SMED30022503 POL2
SMED30022562 RN123
SMED30022558 ERH
SMED30022545 NEK11
SMED30022570 RB27A
SMED30022542 UBIQP
SMED30022560 RL28
SMED30022556 NUP98
SMED30022548 SIX1A
SMED30022566 TM2D2
SMED30022580 LOZEN
SMED30022576 KCMA1
SMED30022579 SDK1
SMED30022577 ATLA2
SMED30022599 K1586
SMED30022594 ISOC1
SMED30022588 HIG2A
SMED30022575 PESC
SMED30022591 ALG13
SMED30022597 FAF1
SMED30022595 KBL
SMED30022574 PCTL
SMED30022586 SY14L
SMED30022584 OLIG3
SMED30022607 SC6A8
SMED30022617 NCS2
SMED30022643 UBXN1
SMED30022634 HSBP1
SMED30022628 PLAC8
SMED30022620 CL2DB
SMED30022614 TCPA
SMED30022610 TSSC1
SMED30022609 TEF
SMED30022615 DCTN5
SMED30022632 GPT11
SMED30022622 CE350
SMED30022640 IMP4
SMED30022641 GT2D2
SMED30022612 CK054
SMED30022613 AQR
SMED30022629 ECE1
SMED30022677 DEGS1
SMED30022652 SAP
SMED30022653 STIM1
SMED30022644 AIG1
SMED30022675 SUDX
SMED30022645 SERP2
SMED30022665 MOGT2
SMED30022672 VASN
SMED30022650 GILT
SMED30022647 CDC23
SMED30022685 SETMR
SMED30022686 Y381
SMED30022688 TXTP
SMED30022702 POL5
SMED30022694 RB27C
SMED30022707 PLPP4
SMED30022711 TGS1
SMED30022710 CLK2
SMED30022705 ENDUA
SMED30022681 DYH7
SMED30022682 KIFC3
SMED30022703 DUS12
SMED30002326 SCND3
SMED30002316 MT21C
SMED30002330 PPIB
SMED30002317 HELZ2
SMED30002318 MED22
SMED30002310 ATL2
SMED30002335 POL
SMED30002332 TRAF2
SMED30002309 UBE4B
SMED30002311 1433Z
SMED30002306 FMR1B
SMED30002327 TCPR2
SMED30002308 OAR2
SMED30022727 SCND3
SMED30022749 MOT5
SMED30022728 DRC3
SMED30022743 SMAD1
SMED30022747 CYGB1
SMED30022740 DISP1
SMED30022748 ERG
SMED30022721 SCYL2
SMED30022738 RBCC1
SMED30022746 GBRB2
SMED30022719 YL093
SMED30022730 GSK3B
SMED30022720 MGAT1
SMED30022723 INT11
SMED30022737 CSD
SMED30022778 CREC2
SMED30022769 GLRA1
SMED30022758 STK25
SMED30022753 POL
SMED30022764 TBA2
SMED30022767 ATL48
SMED30022765 CLP1
SMED30022786 SF3B4
SMED30022787 GSK3B
SMED30022776 ARHGC
SMED30022771 S43A3
SMED30022761 DYH5
SMED30022781 REXO4
SMED30022779 OPSD
SMED30022812 PTPRD
SMED30022796 SAC2
SMED30022817 PCFT
SMED30022806 CAPSL
SMED30022815 ACES
SMED30022800 CPTP
SMED30022821 DCAF7
SMED30022823 TRAF2
SMED30022798 ZMYM1
SMED30022813 PLK1
SMED30022803 AGUA
SMED30022822 GALR2
SMED30022804 S12A4
SMED30022797 STRP1
SMED30022810 PIM3
SMED30022811 TCAF1
SMED30022816 TAPT1
SMED30022791 RBM27
SMED30022858 INSH5
SMED30022856 PGBD1
SMED30022833 A14EL
SMED30022838 PGBD4
SMED30022854 ABC8A
SMED30022857 CELR1
SMED30022841 CQ098
SMED30022825 GL1D1
SMED30022855 ROMO1
SMED30022844 ICCR
SMED30022849 PELO
SMED30022848 SY63
SMED30022829 DHX8
SMED30022837 UBIQP
SMED30022835 YPT1
SMED30022824 123R
SMED30022830 NEK7
SMED30022889 SEPT7
SMED30022892 F200B
SMED30022885 TRAF6
SMED30022860 STX7
SMED30022867 MIB1
SMED30022891 OSGEP
SMED30022893 TRAF2
SMED30022864 CCYL1
SMED30022861 PO21
SMED30022866 IBP7
SMED30022865 TRAF6
SMED30022869 CCNY
SMED30022880 T41AA
SMED30022929 AAKG1
SMED30022926 LMO3
SMED30022916 CGBP1
SMED30022921 NET1
SMED30022900 TRAF5
SMED30022908 CALL5
SMED30022897 TCAF3
SMED30022920 PLPL9
SMED30022907 SY65
SMED30022905 DPYL2
SMED30022923 POL
SMED30022959 CIPKM
SMED30022948 TTC3
SMED30022938 ANK1
SMED30022942 ZNT1
SMED30022950 PGBD4
SMED30022945 ZMAT2
SMED30022963 APC1
SMED30022962 SETMR
SMED30022956 RMD1
SMED30022954 PACRG
SMED30022958 PGBD2
SMED30022947 ANK1
SMED30022935 SUMO2
SMED30022961 VA0D
SMED30022937 RTF1
SMED30022964 YPT1
SMED30022998 ACT2
SMED30022976 TIGD4
SMED30023001 ACM2
SMED30022978 DDX4
SMED30022986 POL2
SMED30022973 RG190
SMED30022997 ELMD3
SMED30022975 HMH2
SMED30022971 PAPD1
SMED30022984 FGFR2
SMED30023002 LRWD1
SMED30022980 ZN208
SMED30022981 TBA1C
SMED30022991 TLE3
SMED30022982 ASPG1
SMED30022974 S17A5
SMED30022992 MYH10
SMED30023025 CANB1
SMED30023034 GALR2
SMED30023014 MF4B1
SMED30023006 CELR1
SMED30023008 P40
SMED30023022 SC24C
SMED30023015 LHX9
SMED30023016 mitochondrial
SMED30023019 MOT3
SMED30023024 PHKG2
SMED30023018 CATLL
SMED30023052 QKI
SMED30023057 PTBP3
SMED30023040 GUTR1
SMED30023050 ALDH2
SMED30023048 TRF6B
SMED30023063 HELQ
SMED30023044 ABCA1
SMED30023051 ZMYM5
SMED30023049 FGOP2
SMED30023062 CEL3A
SMED30023059 EFCB6
SMED30023073 PLAC8
SMED30023056 SCND3
SMED30023075 SOB1A
SMED30023066 SPDYA
SMED30002355 MARE1
SMED30002369 RS17
SMED30002351 PLAC8
SMED30002350 SLIT1
SMED30002370 CDO1
SMED30002348 CDC6
SMED30002359 KCIP1
SMED30002362 KN14P
SMED30002366 KAPR
SMED30002372 NPL4
SMED30002357 ISPI2
SMED30002373 DTBP1
SMED30002358 FBX8
SMED30002367 CABIN
SMED30002349 ELT1
SMED30002340 S47A1
SMED30002344 BI1
SMED30023088 KC1A
SMED30023086 RU1C
SMED30023097 RPB1
SMED30023108 PRAF2
SMED30023099 CBPC1
SMED30023080 TRAF6
SMED30023110 FLNB
SMED30023085 KS6B1
SMED30023100 UNC7
SMED30023109 CATL1
SMED30023091 MORN3
SMED30023105 ACOT8
SMED30023083 COG1
SMED30023092 NISCH
SMED30023078 ACT
SMED30023079 HSP83
SMED30023101 ST7R
SMED30023104 ANK1
SMED30023139 OGFD1
SMED30023142 POL4
SMED30023132 BCA1
SMED30023134 ZN706
SMED30023114 S39A1
SMED30023119 ST17A
SMED30023115 COQ6
SMED30023145 COA7B
SMED30023140 NMDE1
SMED30023116 GLRA3
SMED30023143 PGAC
SMED30023128 MOS1T
SMED30023129 E41LA
SMED30023117 HTSF1
SMED30023151 UBFD1
SMED30023180 SC6A9
SMED30023159 RLA2
SMED30023182 UBB
SMED30023183 COX11
SMED30023172 RL14
SMED30023166 TCB2
SMED30023168 ERAL1
SMED30023167 HMGT
SMED30023155 THADA
SMED30023152 SYWM
SMED30023163 PIGC
SMED30023158 FZD4
SMED30023153 SC61A
SMED30023171 STR6L
SMED30023191 SR34B
SMED30023190 TIGD6
SMED30023219 S35F6
SMED30023196 LYSM1
SMED30023188 GOGA1
SMED30023201 TPM
SMED30023193 TTBK2
SMED30023185 GREA
SMED30023189 GLRX3
SMED30023217 TP53B
SMED30023198 EPG5
SMED30023214 POGK
SMED30023210 PDE4D
SMED30023199 ACBP5
SMED30023212 TIGD1
SMED30023215 CLA1A
SMED30023236 SCND3
SMED30023220 CCNJ
SMED30023235 HMCN1
SMED30023252 POL4
SMED30023245 POL4
SMED30023241 VKT
SMED30023239 ACADV
SMED30023232 SETD5
SMED30023234 GOT1B
SMED30023223 GRIK2
SMED30023227 T1R1
SMED30023244 TLCD2
SMED30023246 RPAP2
SMED30023248 CT027
SMED30023221 ASUN
SMED30023249 NFYC
SMED30023224 S18B1
SMED30023251 TRM2
SMED30023229 COMDA
SMED30023278 TY3H
SMED30023264 DDX6
SMED30023260 IGEB
SMED30023274 KC1G1
SMED30023258 CAPR1
SMED30023266 CFA43
SMED30023267 TBA2
SMED30023280 TITIN
SMED30023269 MIB1
SMED30023276 TCAIM
SMED30023283 TBB
SMED30023262 WBP2
SMED30023281 SRSF3
SMED30023289 LCLT1
SMED30023327 R3HCL
SMED30023316 PCDH9
SMED30023294 S22A3
SMED30023318 SCND3
SMED30023295 SETMR
SMED30023322 CATL
SMED30023314 KEAP1
SMED30023296 NELFA
SMED30023307 TRAF5
SMED30023300 KCNB1
SMED30023321 SDF2A
SMED30023341 EXOC1
SMED30023349 S2540
SMED30023331 YG31B
SMED30023355 HEM3
SMED30023346 AAKG2
SMED30023340 MEC2
SMED30023344 DGLA
SMED30023352 VANG1
SMED30023334 PAR6B
SMED30023347 CCD78
SMED30023370 ETFD
SMED30023392 SCAM1
SMED30023391 ANK2
SMED30023393 ZMYM6
SMED30023372 FYN
SMED30023371 YME1
SMED30023396 ECLC
SMED30023385 KCNKI
SMED30023381 RL14
SMED30023397 GATB
SMED30023369 CGH1
SMED30023395 DMAP1
SMED30023364 VATG
SMED30023399 ZNFX1
SMED30023379 PIEZO
SMED30023413 RS25
SMED30023411 ARK1
SMED30023430 SET
SMED30023432 RING1
SMED30023434 NECP1
SMED30023401 ONEC3
SMED30023433 NRX1A
SMED30023427 CHLE
SMED30023404 RM54
SMED30023409 ERIC3
SMED30023410 KAPR
SMED30023416 ANK3
SMED30023408 RER1
SMED30023422 NSUN5
SMED30023424 S47A1
SMED30023406 ZC21A
SMED30023429 ILK
SMED30002391 DIRC2
SMED30002394 DRS7B
SMED30002377 MEOX1
SMED30002379 ARL15
SMED30002397 YI036
SMED30002392 RS15
SMED30002393 ACSS3
SMED30002383 ZMYM6
SMED30002408 NPFR
SMED30002381 TRAF3
SMED30002401 ZBED8
SMED30002410 F200A
